n,p,R,batch_R,cpu_baseline_scope,cpu_end_to_end_time_s,a100_streamed_full_end_to_end_time_s,speedup_cpu_over_a100,correctness_status,max_abs_p_diff,max_abs_stat_diff,compile_excluded,transfer_included,kernel_only_excluded,rows_represented,summary_source,timing_note
5000,10000,5000,8192,matched CPU matrix baseline: numpy_matrix_same_stream batched matrix path,,,1.5,pass_gpu_tolerance,,,true,true,true,97,committed lightweight correctness summary,Rows represented = 97 accepted correctness rows in the committed lightweight summary; raw max-diff correctness CSV is not committed.
5000,500000,5000,8192,matched CPU matrix baseline: numpy_matrix_same_stream batched matrix path,10.675,1.25,8.54,pass_gpu_tolerance,,,true,true,true,97,committed lightweight correctness summary,Rows represented = 97 accepted correctness rows in the committed lightweight summary; raw max-diff correctness CSV is not committed.
